,,,,,,,,,,,,,,
LAPORAN INVENTARIS OUTLET  TAHUN 2026,,,,,,,,,,,,,,
PT GADAI SEJAHTERA INDONESIA,,,,,,,,,,,,,,
ALL OUTLET ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
DAFTAR ASSET/INVENTARIS  ,,,,,,,,,,,,,,
No.,KODE ASET,KATEGORI,NAMA BARANG,KETERANGAN SPESIFIK BARANG,JUMLAH,HARGA PEROLEHAN / UNIT,TOTAL PEROLEHAN,WAKTU PEROLEHAN,LOKASI, KONDISI, MASA MANFAAT (TH),,,BEBAN PENYUSUTAN
867,,PERALATAN PANTRY,KOMPOR, RINNAI RI -511c,1,"200,000"," Rp 200,000 ",,SP,RUSAK RINGAN BISA DIPAKAI,,,,0
868,,PERALATAN PANTRY,GAS, ELPIJI 3KG warna hijau,1,"180,000"," Rp 180,000 ",,SP,BAIK,,,,0
869,,PERALATAN PANTRY,REGULATOR GAS, METO 3KG,1,"35,000"," Rp 35,000 ",,SP,BAIK,,,,0
870,,PERALATAN PANTRY,WAJAN, TIDAK ADA MERK,1,"40,000"," Rp 40,000 ",,SP,BAIK,,,,0
871,,PERALATAN PANTRY,PANCI,,0,, Rp - ,,SP,-,,,,0
872,,PERALATAN PANTRY,TEFLON,,0,, Rp - ,,SP,-,,,,0
873,,PERALATAN PANTRY,SPATULA, TIDAK ADA MERK,1,"15,000"," Rp 15,000 ",,SP,BAIK,,,,0
874,,PERALATAN PANTRY,TIRISAN GORENGAN/SEROK LUBANG, TIDAK ADA MERK,1,"15,000"," Rp 15,000 ",,SP,BAIK,,,,0
875,,PERALATAN PANTRY,COBEK, TIDAK ADA MERK,0,, Rp - ,,SP,,,,,0
876,,PERALATAN PANTRY,ULEKAN, TIDAK ADA MERK,0,, Rp - ,,SP,,,,,0
877,,PERALATAN PANTRY,PIRING, TIDAK ADA MERK,2,"10,000"," Rp 20,000 ",,SP,BAIK,,,,0
878,,PERALATAN PANTRY,MANGKUK, TIDAK ADA MERK,1,"8,000"," Rp 8,000 ",,SP,BAIK,,,,0
879,,PERALATAN PANTRY,SENDOK, TIDAK ADA MERK,2,"5,000"," Rp 10,000 ",,SP,BAIK,,,,0
880,,PERALATAN PANTRY,GAU, TIDAK ADA MERK,5,"5,000"," Rp 25,000 ",,SP,BAIK,,,,0
881,,PERALATAN PANTRY,GAU, TIDAK ADA MERK,1,"8,000"," Rp 8,000 ",,SP,BAIK,,,,0
882,,PERALATAN PANTRY,CANGKIR, TIDAK ADA MERK,0,, Rp - ,,SP,,,,,0
883,,PERALATAN PANTRY,PISAU, TIDAK ADA MERK,1,"18,000"," Rp 18,000 ",,SP,BAIK,,,,0
884,,PERALATAN PANTRY,PAPAN POTONG / TALENAN, TIDAK ADA MERK,1,"20,000"," Rp 20,000 ",,SP,BAIK,,,,0
885,,PERALATAN PANTRY,BASKOM BESAR, TIDAK ADA MERK,0,, Rp - ,,SP,,,,,0
886,,PERALATAN PANTRY,BASKOM KECIL, TIDAK ADA MERK,1,"10,000"," Rp 10,000 ",,SP,BAIK,,,,0
887,,PERALATAN PANTRY,RAK PIRING, TIDAK ADA MERK,1,"80,000"," Rp 80,000 ",,SP,BAIK,,,,0
888,,PERALATAN PANTRY,GALON, AQUA,1,"20,000"," Rp 20,000 ",,SP,BAIK,,,,0
889,,PERALATAN PANTRY,SARINGAN, TIDAK ADA MERK,0,, Rp - ,,SP,,,,,0
890,,PERALATAN PANTRY,TEKO AIR, TIDAK ADA MERK,0,, Rp - ,,SP,,,,,0
891,,PERALATAN PANTRY,NAMPAN, TIDAK ADA MERK,0,, Rp - ,,SP,,,,,0
892,,RTK,TEMPAT SAMPAH, TIDAK ADA MERK,1,"15,000"," Rp 15,000 ",,SP,BAIK,,,,0
893,,RTK,BANTAL, TIDAK ADA MERK,2,"20,000"," Rp 40,000 ",,SP,BAIK,,,,0
894,,RTK,GULING, TIDAK ADA MERK,1,"20,000"," Rp 20,000 ",,SP,BAIK,,,,0
895,,RTK,SELIMUT, TIDAK ADA MERK,1,"30,000"," Rp 30,000 ",,SP,BAIK,,,,0
896,,RTK,EMBER, TIDAK ADA MERK,2,"15,000"," Rp 30,000 ",,SP,BAIK,,,,0
897,,RTK,GAYUNG, TIDAK ADA MERK,1,"10,000"," Rp 10,000 ",,SP,BAIK,,,,0
898,,ATK, KURSI NASABAH,,1,"1,000,000"," Rp 1,000,000 ",,SP,,,,,0
899,,RTK,SIKAT BAJU, TIDAK ADA MERK,0,, Rp - ,,SP,,,,,0
900,,RTK,SARUNG BANTAL, TIDAK ADA MERK,3,"12,000"," Rp 36,000 ",,SP,BAIK,,,,0
901,,RTK,SARUNG GULING, TIDAK ADA MERK,1,"15,000"," Rp 15,000 ",,SP,BAIK,,,,0
902,,RTK,GORDEN, TIDAK ADA MERK,1,"25,000"," Rp 25,000 ",,SP,BAIK,,,,0
903,,RTK,LAP KANEBO, TIDAK ADA MERK,1,"10,000"," Rp 10,000 ",,SP,BAIK,,,,0
904,,RTK,SAPU, DRAGON,1,"25,000"," Rp 25,000 ",0KTOBER 2024,SP,BAIK,,,,0
905,,RTK,PEL, DRAGON,1,"35,000"," Rp 35,000 ",,SP,BAIK,,,,0
906,,RTK,PENGKI/SEROKAN SAMPAH, TIDAK ADA MERK,1,"15,000"," Rp 15,000 ",,SP,BAIK,,,,0
907,,RTK,SAPU LIDI, TIDAK ADA MERK,1,"5,000"," Rp 5,000 ",,SP,BAIK,,,,0
908,,RTK,GANTUNGAN BAJU TEMPEL, TIDAK ADA MERK,1,"23,000"," Rp 23,000 ",,SP,BAIK,,,,0
909,,RTK,GEMBOK BESAR, AMERICAN SECURE,4,"20,000"," Rp 80,000 ",,SP,BAIK,,,,0
910,,RTK,GEMBOK BESAR, SOLID 50MM (S931350),3,"15,000"," Rp 45,000 ",,SP,BAIK,,,,0
911,,RTK,GEMBOK ANGKA, EXTRA BLUS,1,"18,000"," Rp 18,000 ",,SP,BAIK,,,,0
912,,RTK,GEMBOK BRANGKAS, TIDAK ADA MEREK,2,"25,000"," Rp 50,000 ",,SP,BAIK,,,,0
913,,RTK,RANTAI, TIDAK ADA MEREK,0,, Rp - ,,SP,,,,,0
914,,RTK,TAS UANG, TIDAK ADA MEREK,1,"30,000"," Rp 30,000 ",,SP,BAIK,,,,0
915,,RTK,DOMPET UANG, TIDAK ADA MEREK,1,"10,000"," Rp 10,000 ",,SP,RUSAK RINGAN BISA DIPAKAI,,,,0
916,,RTK,KOTAK BROSUR AKRILIK, TIDAK ADA MEREK,1,"30,000"," Rp 30,000 ",,SP,BAIK,,,,0
917,,RTK,KESET, TIDAK ADA MEREK,1,"25,000"," Rp 25,000 ",,SP,RUSAK RINGAN BISA DIPAKAI,,,,0
918,,RTK,APAR, TIDAK ADA MEREK,0,, Rp - ,,SP,,,,,0
919,,RTK,FILTER AIR, TIDAK ADA MEREK,0,, Rp - ,,SP,,,,,0
920,,FURNITURE & MEBEUL,RAK BARANG,BESI FLAT,16,"60,000"," Rp 960,000 ",,SP,BAIK,,,,0
921,,FURNITURE & MEBEUL,RAK BARANG,TIANG BESI ,12,"60,000"," Rp 720,000 ",,SP,BAIK,,,,0
922,,FURNITURE & MEBEUL,RAK BARANG,SIKU FLAT BESI,12,"10,000"," Rp 120,000 ",,SP,BAIK,,,,0
923,,ELEKTRONIK,POWER SUPPLY BOX GAUTIONS),MODEL SMPS Industri,1,"75,000"," Rp 75,000 ",,SP,BAIK,,,,0
924,,ELEKTRONIK,BOX PERANGKAT KONTROL/AKSES,controller akses pintu / power distribution box,1,"70,000"," Rp 70,000 ",,SP,BAIK,,,,0
925,,ELEKTRONIK,ADAPTOR KECIL,adaptor 12V/5V untuk perangkat tambahan,1,"120,000"," Rp 120,000 ",,SP,BAIK,,,,0
926,,ATK,AKRILIK CCTV,TIDAK ADA MERK,1,"100,000"," Rp 100,000 ",,SP,BAIK,,,,0
927,,ATK,MAGNET BATANG,TIDAK ADA MERK,1,"1,260"," Rp 1,260 ",27/01/2026,SP,BAIK,,,,0
928,,ATK,BOTOL AIR UJI EMAS,HCL DAN H03,2,"25,000"," Rp 50,000 ",,SP,BAIK,,,,0
929,,ATK,AKRILIK INFORMASI DAN NAMA,TIDAK ADA MERK,1,"50,000"," Rp 50,000 ",,SP,BAIK,,,,0
930,,ELEKTRONIK,CCTV ,DAHUA,3,"150,000"," Rp 450,000 ",,SP,BAIK,,,,0
931,,ELEKTRONIK,DVR CCTV,DAHUA ,1,"500,000"," Rp 500,000 ",,SP,BAIK,,,,0
932,,ATK,PULPEN," JOYKO Q GEL GP-265 0.5MM, BLACK",1,"5,000","5,000",,PG,HABIS,,,,0
933,,ATK,PENSIL," FABER-CASTTLE 2B, BLACK",1,"3,500","3,500",,PG,BAIK (SUDAH PENDEK),,,,0
934,,ATK,PENGHAPUS," HI-POLYMER ERASER PENTEL, WHITE",1,"1,000","1,000",,PG, BAK,,,,0
935,,ATK,PENGGARIS," KENKO 30CM, SILVER",1,"18,000","18,000",,PG,BAIK,,,,0
936,,ATK,SERUTAN," JOYKO B-23PTL, PURPLE",1,"3,000","3,000",,PG,BAIK,,,,0
937,,ATK,TYPE X," JOYKO CT-522 12MLONG, BLACK",1,"7,000","7,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
938,,ATK,STAPLER," KENKO HD-10, SILVER PINK",1,"20,000","20,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
939,,ATK,GUNTING, KENKO,1,"15,000","15,000",,PG, RUSAK RINGAN BISA DIPAKAI,,,,0
940,,ATK,CUTTER,,,0,0,-,PG,-,,,,0
941,,ATK,LEM KERTAS," KENKO GLUE STICK, YELLOW",1,"5,000","5,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
942,,ATK,PEMBOLONG KERTAS," JOYKO 30XL, BLACK",1,"15,000","15,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
943,,ATK,STABILO/HIGHLIGHTER," KENKO HL-100 HIGHLIGTER, ORANGE & GREEN",2,"8,000","16,000",,PG,BAIK,,,,0
944,,ATK,STABILO/HIGHLIGHTER," FABER-CASTTLE , PINK",1,"10,000","10,000",,PG,BAIK,,,,0
945,,ATK,SPIDOL,,,0,0, -,PG, -,,,,0
946,,ATK,TEMPAT PENSIL,,1,"5,000","5,000",,PG,BAIK,,,,0
947,,ATK,STEMPEL BESAR,,1,0,0,,PG,BAIK,,,,0
948,,ATK,STEMPEL KECIL,,1,0,0,,PG,BAIK,,,,0
949,,ATK,BANTEX FILE,,4,"20,000","80,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
950,,ATK,BINDEX FILE,,4,"20,000","80,000",,PG, RUSAK RINGAN BISA DIPAKAI,,,,0
951,,ATK,KERANJANG ATK,,,0,0,-,PG,-,,,,0
952,,ATK,DISPENSER LAKBAN," JOYKO TC-110,YELLOW",1,"40,000","40,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
953,,ATK,LOUPE," MAGNIFIER 30X22MM 60X12MM, SILVER",1,"200,000","200,000",,PG,BAIK,,,,0
954,,ATK,TATAKAN KAYU AIR UJI,,1,"50,000","50,000",,PG, BAIK,,,,0
955,,ATK,BOTOL AIR UJI EMAS,,2,"25,000","50,000",,PG,BAIK,,,,0
956,,ATK,BATU GOSOK EMAS,,1,"45,000","45,000",,PG,BAIK,,,,0
957,,ATK,MAGNET BATANG,,1,"5,000","5,000",,PG,BAIK,,,,0
958,,ELEKTRONIK,LAPTOP," LENOVO THINKPAD 23496C3 X64-BASED PC INTER(R) CORE(TM) I5-3320M CPU 12/297GB HDD 2013, BLACK",1,"2,000,000","2,000,000",,PG,RUSAK RINGAN BISA DIPAKAI,3,,,"666,667"
959,,ELEKTRONIK,TV," AOYAMA 20'' T2 DIGITAL, BLACK",2,"900,000","1,800,000",,PG,"1 RUSAK RINGAN, 1 DIPAKAI",2,,,"900,000"
960,,ELEKTRONIK,PRINTER," HP INK TANK 115, BLACK",1,"1,500,000","1,500,000",,PG,RUSAK RINGAN BISA DIPAKAI,3,,,"500,000"
961,,ELEKTRONIK,MOUSE, VOTRE BLACK,2,"150,000","300,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
962,,ELEKTRONIK,MOUSE, BLUETOOTH WHITE,1,"50,000","50,000",,PG, RUSAK,,,,0
963,,ELEKTRONIK,MOUSE, RAPOO BLACK,1,"25,000","25,000",,PG,RUSAK,,,,0
964,,ELEKTRONIK,MOUSE, RTTA019 BLACK,1,"25,000","25,000",,PG,RUSAK,,,,0
965,,ELEKTRONIK,KEYBOARD,,,,0,-,PG,-,,,,0
966,,ELEKTRONIK,MONEY DETECTOR," MONEY DETECTOR 3184W 0R 10W 20120128, BLACK",1,"80,000","80,000",,PG,BAIK,,,,0
967,,ELEKTRONIK,WEB CAM/CAMERA NASABAH," DELTON, BLACK",1,"250,000","250,000",14/11/2025,PG,BAIK,,,,0
968,,ELEKTRONIK,KIPAS ANGIN BESAR," GMC 312 220V 50MZ 45W, BLUE WHITE",1,"150,000","150,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
969,,ELEKTRONIK,KIPAS ANGIN KECIL,,1,"70,000","70,000",,PG,RUSAK,,,,0
970,,ELEKTRONIK,LAMPU EMERGENCY, CMOS HK-86 GRAY,2,"250,000","500,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
971,,ELEKTRONIK,ALARM EMERGENCY,,1,"200,000","200,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
972,,ELEKTRONIK,CCTV," XIAOMI 360, BLACK WHITE",2,"400,000","800,000",,PG," 1 BAIK, 1 RUSAK",,,,0
973,,ELEKTRONIK,ELEKTRONIK ," TVR PSU 12V 10A, BLACK WHITE",1,"200,000","200,000",,PG,BAIK,,,,0
974,,ELEKTRONIK,ELEKTRONIK ," VERTTU SMARTBRACKER, BLACK",1,"500,000","500,000",,PG,BAIK,,,,0
975,,ELEKTRONIK,CCTV, DAHUA,4,"150,000","600,000",,PG,BAIK,,,,0
976,,ELEKTRONIK,ADAPTOR," ADAPTOR 12V 2A, WHITE/BLACK",1,"200,000","200,000",,PG,BAIK,,,,0
977,,ELEKTRONIK,KALKULATOR BESAR,,,0,0,-,PG,-,,,,0
978,,ELEKTRONIK,KALKULATOR KECIL," CITIZEN SDC-810NR, BLACK",1,"25,000","25,000",,PG,BAIK,,,,0
979,,ELEKTRONIK,WIFI," INDIHOME 131177202808, WHITE",1,"300,000","300,000",,PG,BAIK,,,,0
980,,ELEKTRONIK,RICE COOKER," MIYAKO MCM-512C 1,2 LITER, WHITE BLUE",1,"250,000","250,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
981,,ELEKTRONIK,SETRIKA," MASPION HA-110 220V 50HZ 350W, SILVER BLACK",1,"145,000","145,000",,PG, RUSAK RINGAN BISA DIPAKAI,,,,0
982,,ELEKTRONIK,REMOTE SERBAGUNA," MULTITM RM99+ID JOKER TV-528TERA, BLACK",2,"20,000","40,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
983,,ELEKTRONIK,TIMBANGAN EMAS," KOVA CAPACITU:3000X0.1G 2 X AAA, SILVER BLUE",1,"50,000","50,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
984,,ELEKTRONIK,FLASHDISK," CRUZER GLIDE 3.0 16GB, BLACK",1,"25,000","25,000",,PG,BAIK,,,,0
985,,ELEKTRONIK,JAM DINDING," ONTIME GUARTZ, BLACK WHITE",1,"100,000","100,000",,PG,RUSAK,,,,0
986,,ELEKTRONIK,HANDPHONE KANTOR,,,0,0, -,PG, -,,,,0
987,,ELEKTRONIK,TERMINAL/STOP KONTAK, 6 LUBANG,1,"30,000","30,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
988,,ELEKTRONIK,TERMINAL/STOP KONTAK,4 LUBANG ,2,"25,000",,,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
989,,ELEKTRONIK,TERMINAL/STOP KONTAK,1 LUBANG ,1,"10,000",,,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
990,,ELEKTRONIK,TERMINAL/STOP KONTAK,3 LUBANG,1,"18,000",,,PG,,,,,0
991,,ELEKTRONIK,KABEL TIP X ,"ROBOT, WHITE",1,"15,000","15,000",,PG,RUSAK,,,,0
992,,ELEKTRONIK,KABEL USB IPHONE," ADVAN, BLUE WHITE",1,"20,000","20,000",,PG,RUSAK,,,,0
993,,ELEKTRONIK,KABEL VGA,,1,"35,000","35,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
994,,ELEKTRONIK,KABEL HDMI,,,0,0,-,PG,-,,,,0
995,,ELEKTRONIK,LAMPU,,6,"60,000","360,000",,PG,BAIK (1 LAMPU PANJANG),,,,0
996,,ELEKTRONIK,KABEL JACK AUDIO,,1,"40,000","40,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
997,,FURNITURE & MEBEUL,BRANGKAS," KRISBOW, BLACK",1,"900,000","900,000",,PG,BAIK,8,,,"112,500"
998,,FURNITURE & MEBEUL,RAK BARANG,BESI FLAT,18,"60,000","1,080,000",,PG, BAIK,,,,0
999,,FURNITURE & MEBEUL,RAK BARANG,TIANG BESI,16,"60,000","960,000",,PG,BAIK,,,,0
1000,,FURNITURE & MEBEUL,MEJA PELAYANAN STAFF,,2,"300,000","600,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1001,,FURNITURE & MEBEUL,MEJA DAPUR,,,0,0, -,PG, -,,,,0
1002,,FURNITURE & MEBEUL,KURSI PLASTIK,,1,"40,000","40,000",,PG,RUSAK,,,,0
1003,,FURNITURE & MEBEUL,KURSI PELAYANAN STAFF,,3,"100,000","300,000",,PG,RUSAK RINGAN BISA DIPAKAI (1 RUSAK PARAH),,,,0
1004,,FURNITURE & MEBEUL,KURSI NASABAH,"SEAT SILVER FRASSER SN, BLACK SILVER",1,"1,000,000","1,000,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1005,,FURNITURE & MEBEUL,RANJANG TINGKAT,,1,"500,000","500,000",,PG,BAIK,,,,0
1006,,FURNITURE & MEBEUL,KASUR," KASUR BUSA 90X200, BLUE",3,"200,000","600,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1007,,FURNITURE & MEBEUL,LEMARI PAKAIAN," SHINPO, PINK",1,"150,000","150,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1008,,FURNITURE & MEBEUL,LEMARI PAKAIAN, KAYU,3,"100,000","300,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1009,,FURNITURE & MEBEUL,BINGKAI/FIGURA,,3,"20,000","60,000",,PG, BAIK,,,,0
1010,,FURNITURE & MEBEUL,PARTISI PENYEKAT RUANGAN,,1,"50,000","50,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1011,,FURNITURE & MEBEUL,CERMIN KECIL," LION STAR PLASTICS, BLUE",1,"30,000","30,000",,PG,BAIK,,,,0
1012,,FURNITURE & MEBEUL,CERMIN BESAR,,1,"50,000","50,000",,PG,,,,,0
1013,,FURNITURE & MEBEUL,TRALIS SET PINTU + PELAYANAN,,1,"250,000","250,000",,PG, RUSAK RINGAN BISA DIPAKAI,,,,0
1014,,PERALATAN PANTRY,KOMPOR," MIYAKO KG-101C, BLACK",1,"150,000","150,000",,PG,BAIK,,,,0
1015,,PERALATAN PANTRY,GAS, TABUG GAS LPG GREEN 3KG,1,"120,000","120,000",,PG,BAIK,,,,0
1016,,PERALATAN PANTRY,GAS," PINK 5,5KG",1,"180,000","180,000",,PG,BAIK,,,,0
1017,,PERALATAN PANTRY,REGULATOR GAS," MIYAKO 30MM WC 2KG, BLACK BLUE",1,"50,000","50,000",,PG,BAIK,,,,0
1018,,PERALATAN PANTRY,WAJAN,,1,"25,000","25,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1019,,PERALATAN PANTRY,PANCI,,1,"25,000","25,000",,PG,BAIK,,,,0
1020,,PERALATAN PANTRY,TAFLON,,,0,0,-,PG,-,,,,0
1021,,PERALATAN PANTRY,SPATULA,,1,"15,000","15,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1022,,PERALATAN PANTRY,TIRISAN GORENGAN/SEROK LUBANG,,1,"15,000","15,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1023,,PERALATAN PANTRY,COBEK,,1,"25,000","25,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1024,,PERALATAN PANTRY,ULEKAN,,1,"25,000","25,000",,PG, RUSAK RINGAN BISA DIPAKAI,,,,0
1025,,PERALATAN PANTRY,PIRING," GOLDEN FLYING FISH, GREEN",2,"5,000","10,000",,PG, BAIK,,,,0
1026,,PERALATAN PANTRY,MANGKUK,,6,"5,000","30,000",,PG,BAIK,,,,0
1027,,PERALATAN PANTRY,SENDOK,,4,"15,000","60,000",,PG,BAIK,,,,0
1028,,PERALATAN PANTRY,GARPU,,1,"15,000","15,000",,PG,BAIK,,,,0
1029,,PERALATAN PANTRY,GELAS,,6,"15,000","90,000",,PG,BAIK,,,,0
1030,,PERALATAN PANTRY,CANGKIR,,,0,0,-,PG,-,,,,0
1031,,PERALATAN PANTRY,PISAU,,,0,0, -,PG, -,,,,0
1032,,PERALATAN PANTRY,PAPAN POTONG/TALENAN,,1,"10,000","10,000",,PG, RUSAK RINGAN BISA DIPAKAI,,,,0
1033,,PERALATAN PANTRY,BASKOM BESAR,,1,"5,000","5,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1034,,PERALATAN PANTRY,BASKOM KECIL,,1,"5,000","5,000",,PG, RUSAK RINGAN BISA DIPAKAI,,,,0
1035,,PERALATAN PANTRY,RAK PIRING,,1,"20,000","20,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1036,,PERALATAN PANTRY,GALON," AQUA, BLUE",1,"20,000","20,000",,PG,BAIK,,,,0
1037,,PERALATAN PANTRY,SARINGAN,,,0,0,-,PG,-,,,,0
1038,,PERALATAN PANTRY,TEKO AIR,,,0,0,-,PG,-,,,,0
1039,,PERALATAN PANTRY,NAMPAN," CHARLIE, BLUE",1,"7,000","7,000",,PG,RUSAK,,,,0
1040,,RTK,TEMPAT SAMPAH, NAGATA WHITE & ORANGE,1,"15,000","15,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1041,,RTK,BANTAL,,1,"50,000","50,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1042,,RTK,GULING,,1,"50,000","50,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1043,,RTK,SELIMUT,,,0,0,-,PG,-,,,,0
1044,,RTK,EMBER," 1 EMBER KECIL, 1 EMBER SEDANG, 1 EMBER BESAR",3,"30,000","90,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1045,,RTK,GAYUNG," NAGATA, ORANGE",1,"15,000","15,000",,PG, RUSAK RINGAN BISA DIPAKAI,,,,0
1046,,RTK,SIKAT TOILET,,1,"10,000","10,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1047,,RTK,SIKAT BAJU," NAGATA 209, NAGATA NO. 7401, ORANGE",3,"5,000","15,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1048,,RTK,SARUNG BANTAL,,1,"25,000","25,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1049,,RTK,SPRAI,,1,"25,000","25,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1050,,RTK,SARUNG GULING,,1,"25,000","25,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1051,,RTK,GORDEN,,1,"30,000","30,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1052,,RTK,LAP KANEBO,,,0,0, -,PG, -,,,,0
1053,,RTK,SAPU,,2,"35,000","70,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1054,,RTK,PEL,,1,"25,000","25,000",03-Sep-25,PG,BAIK,,,,0
1055,,RTK,PENGKI/SEROKAN SAMPAH,,1,"10,000","10,000",,PG,BAIK,,,,0
1056,,RTK,SAPU LIDI,,,0,0,-,PG,-,,,,0
1057,,RTK,HANGER,,16,"35,000","560,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1058,,RTK,CAPIT BAJU,,9,"8,000","72,000",,PG,BAIK,,,,0
1059,,RTK,GANTUNGAN BAJU TEMPEL,,1,"10,000","10,000",,PG,BAIK,,,,0
1060,,RTK,GEMBOK LAPTOP,,1,"30,000","30,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1061,,RTK,GEMBOK BESAR,"TOP SECURITY SOLID 50MM, SILVER",8,"300,000","2,400,000",,PG,BAIK (3 TIDAK ADA KUNCI),,,,0
1062,,RTK,GEMBOK KECIL,"SHITSUKA SECURITY 10MM, SILVER",1,"20,500","20,500",,PG,BAIK,,,,0
1063,,RTK,GEMBOK ANGKA,,1,"25,000","25,000",,PG,BAIK,,,,0
1064,,RTK,GEMBOK BRANGKAS,,,0,0,-,PG,-,,,,0
1065,,RTK,RANTAI,,1,"20,000","20,000",,PG,BAIK,,,,0
1066,,RTK,TAS UANG,"PEGE, BLACK",1,"25,000","25,000",,PG,BAIK,,,,0
1067,,RTK,DOMPET UANG,"DELI A6-13P EXPANDING FILE, GREEN",1,"23,500","23,500",,PG,BAIK,,,,0
1068,,RTK,KOTAK ACRYLIC CCTV,,2,"45,000","90,000",,PG,BAIK,,,,0
1069,,RTK,KOTAK ACRYLIC BROSUR,,1,"30,000","30,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1070,,RTK,KESET,,2,"7,000","14,000",,PG,RUSAK RINGAN BISA DIPAKAI,,,,0
1071,,RTK,APAR,"KARA STORED PRESSURE 70% 3KG, RED",1,"250,000","250,000",,PG,BAIK,,,,0
1072,,RTK,FILTER AIR,,,0,0,-,PG,-,,,,0
1073,,ELEKTRONIK,POMPA AIR, NASIONAL,1,0,0,,PG, BAIK,,,,0
1074,,FURNITURE & MEBEUL,TERALIS SET PINTU + PELAYANAN, TIDAK ADA MERK,1,"2,312,500","2,312,500",,PG,,8,,,"289,063"
1075,,ELEKTRONIK,LAPTOP , LENOVO THINKPAD DESKOP-LMCJV3 8/237GB,1,"5,100,000"," Rp 5,100,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,3,,,"1,700,000"
1076,,ELEKTRONIK,TV, POLYTRON 24INC HITAM,1,"1,500,000"," Rp 1,500,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,2,,,"750,000"
1077,,ELEKTRONIK,PRINTER , HP INK TANK 115 HITAM,1,"1,200,000"," Rp 1,200,000 ",,GK,RUSAK,3,,,"400,000"
1078,,ELEKTRONIK,PRINTER , EPSON L121 HITAM,1,"1,500,000"," Rp 1,500,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,3,,,"500,000"
1079,,ELEKTRONIK,MOUSE , JQVITEK,1,"40,000"," Rp 40,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1080,,ELEKTRONIK,KEYBOARD, EYOTA,1,"50,000"," Rp 50,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1081,,ELEKTRONIK,MONEY DETECTOR, COUNTERFEIT DETECTOR MODEL 318,1,"80,000"," Rp 80,000 ",,GK,BAIK,,,,0
1082,,ELEKTRONIK,WEB CAM/CAMERA NASABAH , SO,1,"70,000"," Rp 70,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
1083,,ELEKTRONIK,KIPAS ANGIN BESAR, COSMOS 12DS,1,"150,000"," Rp 150,000 ",,GK,RUSAK RINGAN BISA DI PAKAI,,,,0
